k, params.Evap, params.Alpha, params.Beta, maxIter, nodes, minCost, maxCost, SC[bs], bestSolnThroughout, parallelP, msec
20, 0.100000, 1.000000, 3.000000, 200, 70, 10, 100, 1548.000000, 1489.000000, 0, 8747
20, 0.100000, 1.000000, 3.000000, 200, 70, 10, 100, 1370.000000, 1323.000000, 0, 8794
20, 0.100000, 1.000000, 3.000000, 200, 70, 10, 100, 1483.000000, 1334.000000, 0, 8860
20, 0.100000, 1.000000, 3.000000, 200, 70, 10, 100, 1542.000000, 1498.000000, 0, 8877
20, 0.100000, 1.000000, 3.000000, 200, 70, 10, 100, 1538.000000, 1409.000000, 0, 8877
20, 0.100000, 1.000000, 3.000000, 200, 75, 10, 100, 1360.000000, 1360.000000, 0, 10156
20, 0.100000, 1.000000, 3.000000, 200, 75, 10, 100, 1545.000000, 1487.000000, 0, 10275
20, 0.100000, 1.000000, 3.000000, 200, 75, 10, 100, 1534.000000, 1474.000000, 0, 10019
20, 0.100000, 1.000000, 3.000000, 200, 75, 10, 100, 1632.000000, 1571.000000, 0, 9363
20, 0.100000, 1.000000, 3.000000, 200, 75, 10, 100, 1468.000000, 1367.000000, 0, 9772
